changeType,show,season,episode,title,field,old,new,traktSlug
traktFirstAired_changed,Law & Order: SVU,1,9,Stocks & Bondage,traktFirstAired,,1999-11-30T02:00:00.000Z,law-order-special-victims-unit
title_changed,Law & Order: SVU,1,10,Closure,title,Closure: Part 1,Closure,law-order-special-victims-unit
traktSlug_changed,Law & Order: SVU,1,10,Closure,traktSlug,,law-order-special-victims-unit,law-order-special-victims-unit
traktIds_changed,Law & Order: SVU,1,10,Closure,traktIds,,"{'imdb': 'tt0629626', 'plex': {'guid': '5d9c13e908fddd001f325b8d'}, 'tmdb': 214312, 'tvdb': 176165, 'trakt': 224950}",law-order-special-victims-unit
overview_changed,Law & Order: SVU,1,10,Closure,overview,,"When a woman is raped, she turns to the Special Victims Unit for help, but lack of evidence prevents them from apprehending the criminal. When the detectives revisit the case a few months later, they find the woman even less willing to talk about what happened, as she claims she has moved on. Things turn sticky when Benson and Cassidy spend the night together.",law-order-special-victims-unit
traktFirstAired_changed,Law & Order: SVU,1,10,Closure,traktFirstAired,,2000-01-08T02:00:00.000Z,law-order-special-victims-unit
traktSlug_changed,Law & Order: SVU,1,11,Bad Blood,traktSlug,,law-order-special-victims-unit,law-order-special-victims-unit
traktIds_changed,Law & Order: SVU,1,11,Bad Blood,traktIds,,"{'imdb': 'tt0629614', 'plex': {'guid': '5d9c13e92df347001e42ba62'}, 'tmdb': 214313, 'tvdb': 176166, 'trakt': 224951}",law-order-special-victims-unit
overview_changed,Law & Order: SVU,1,11,Bad Blood,overview,,"A moral coalition leader's gay son is found murdered on the roof of his apartment building. Initially, Benson and Stabler investigate his father, a Conservative well-known for his homophobic viewpoints, but once they start looking into the young man's living arrangements they realize the person they're looking for may be closer than they think. Munch tries to help Benson find the man who raped her mother, and could potentially be her father.",law-order-special-victims-unit
traktFirstAired_changed,Law & Order: SVU,1,11,Bad Blood,traktFirstAired,,2000-01-15T02:00:00.000Z,law-order-special-victims-unit
traktSlug_changed,Law & Order: SVU,1,12,Russian Love Poem,traktSlug,,law-order-special-victims-unit,law-order-special-victims-unit
traktIds_changed,Law & Order: SVU,1,12,Russian Love Poem,traktIds,,"{'imdb': 'tt0629725', 'plex': {'guid': '5d9c13e92df347001e42ba6a'}, 'tmdb': 214314, 'tvdb': 176167, 'trakt': 224952}",law-order-special-victims-unit
overview_changed,Law & Order: SVU,1,12,Russian Love Poem,overview,,"When a multi-millionaire is found strangled in his home, Benson and Stabler turn their suspicion to his long list of lovers, which includes both men and women. Detectives discover he was involved with a group of beautiful Russian women that came to the U.S. to take advantage of wealthy Americans.",law-order-special-victims-unit
traktFirstAired_changed,Law & Order: SVU,1,12,Russian Love Poem,traktFirstAired,,2000-01-22T02:00:00.000Z,law-order-special-victims-unit
traktSlug_changed,Law & Order: SVU,1,13,Disrobed,traktSlug,,law-order-special-victims-unit,law-order-special-victims-unit
traktIds_changed,Law & Order: SVU,1,13,Disrobed,traktIds,,"{'imdb': 'tt0629646', 'plex': {'guid': '5d9c13e908fddd001f325b89'}, 'tmdb': 214315, 'tvdb': 176168, 'trakt': 224953}",law-order-special-victims-unit
overview_changed,Law & Order: SVU,1,13,Disrobed,overview,,"A judge who fought for the rights of abused women is found shot in his car under sordid circumstances, and the detectives uncover a case of corruption that leads to the state parole board. The team soon turns their eye to a battered wife with a secret.",law-order-special-victims-unit
traktFirstAired_changed,Law & Order: SVU,1,13,Disrobed,traktFirstAired,,2000-02-05T02:00:00.000Z,law-order-special-victims-unit
traktSlug_changed,Law & Order: SVU,1,14,Limitations,traktSlug,,law-order-special-victims-unit,law-order-special-victims-unit
traktIds_changed,Law & Order: SVU,1,14,Limitations,traktIds,,"{'imdb': 'tt0629677', 'plex': {'guid': '5d9c13e92df347001e42ba7a'}, 'tmdb': 214316, 'tvdb': 176169, 'trakt': 224954}",law-order-special-victims-unit
overview_changed,Law & Order: SVU,1,14,Limitations,overview,,"At the request of a victim, the police commissioner comes to Cragen with a special request -- close the five-year-old case of a serial rapist before the statute of limitations expires. The detectives finally get a lead but the investigation is hindered by one of the victims.",law-order-special-victims-unit
traktFirstAired_changed,Law & Order: SVU,1,14,Limitations,traktFirstAired,,2000-02-12T02:00:00.000Z,law-order-special-victims-unit
title_changed,Law & Order: SVU,1,15,Entitled (I),title,Entitled,Entitled (I),law-order-special-victims-unit
traktSlug_changed,Law & Order: SVU,1,15,Entitled (I),traktSlug,,law-order-special-victims-unit,law-order-special-victims-unit
traktIds_changed,Law & Order: SVU,1,15,Entitled (I),traktIds,,"{'imdb': 'tt0629650', 'plex': {'guid': '5d9c13e908fddd001f325b91'}, 'tmdb': 214317, 'tvdb': 176170, 'trakt': 224955}",law-order-special-victims-unit
overview_changed,Law & Order: SVU,1,15,Entitled (I),overview,,"After a salesman is murdered, the detectives turn their attention to the youngest daughter of a well-known family with some deep connections. But as they join forces with the officers from the two-seven, they realize that their case is connected with a long-unsolved case that Briscoe once handled years ago with his former partner Mike Logan.

The crossover continues in Law & Order S10E14 Entitled (II).",law-order-special-victims-unit
traktFirstAired_changed,Law & Order: SVU,1,15,Entitled (I),traktFirstAired,,2000-02-19T02:00:00.000Z,law-order-special-victims-unit
traktSlug_changed,Law & Order: SVU,1,16,The Third Guy,traktSlug,,law-order-special-victims-unit,law-order-special-victims-unit
traktIds_changed,Law & Order: SVU,1,16,The Third Guy,traktIds,,"{'imdb': 'tt0629747', 'plex': {'guid': '5d9c13e908fddd001f325b99'}, 'tmdb': 214318, 'tvdb': 176171, 'trakt': 224956}",law-order-special-victims-unit
overview_changed,Law & Order: SVU,1,16,The Third Guy,overview,,"An elderly woman is found tied up and sexually assaulted in her apartment, and suspicion is initially on the young men that had broken into her home and robbed her, but once the detectives are surprised to learn that the rape was committed after the robbery – by someone else.",law-order-special-victims-unit
traktFirstAired_changed,Law & Order: SVU,1,16,The Third Guy,traktFirstAired,,2000-02-26T02:00:00.000Z,law-order-special-victims-unit
traktSlug_changed,Law & Order: SVU,1,17,Misleader,traktSlug,,law-order-special-victims-unit,law-order-special-victims-unit
traktIds_changed,Law & Order: SVU,1,17,Misleader,traktIds,,"{'imdb': 'tt0629685', 'plex': {'guid': '5d9c13e92192ba001f396435'}, 'tmdb': 214319, 'tvdb': 176172, 'trakt': 224957}",law-order-special-victims-unit
overview_changed,Law & Order: SVU,1,17,Misleader,overview,,"The pregnant daughter-in-law of a Christian College president is murdered in her hotel room, and the detectives discover that the man had been involved in some very unholy activities.",law-order-special-victims-unit
traktFirstAired_changed,Law & Order: SVU,1,17,Misleader,traktFirstAired,,2000-04-01T02:00:00.000Z,law-order-special-victims-unit
traktSlug_changed,Law & Order: SVU,1,18,Chat Room,traktSlug,,law-order-special-victims-unit,law-order-special-victims-unit
traktIds_changed,Law & Order: SVU,1,18,Chat Room,traktIds,,"{'imdb': 'tt0629624', 'plex': {'guid': '5d9c13e92df347001e42ba56'}, 'tmdb': 214320, 'tvdb': 176173, 'trakt': 224958}",law-order-special-victims-unit
overview_changed,Law & Order: SVU,1,18,Chat Room,overview,,"When a teenage girl comes into the squad room to tell the detectives that she was raped by a man she met on the Internet, the investigation leads the Special Victims Unit to a network of pedophiles and child pornographers.",law-order-special-victims-unit
traktFirstAired_changed,Law & Order: SVU,1,18,Chat Room,traktFirstAired,,2000-04-15T01:00:00.000Z,law-order-special-victims-unit
traktSlug_changed,Law & Order: SVU,1,19,Contact,traktSlug,,law-order-special-victims-unit,law-order-special-victims-unit
traktIds_changed,Law & Order: SVU,1,19,Contact,traktIds,,"{'imdb': 'tt0629632', 'plex': {'guid': '5d9c13e92df347001e42ba5e'}, 'tmdb': 214321, 'tvdb': 176174, 'trakt': 224959}",law-order-special-victims-unit
overview_changed,Law & Order: SVU,1,19,Contact,overview,,"After seven young women in a six month time span are raped by a flash and dash assailant on the city subways, the brass calls in a psychiatrist to help the team get into the head of the perp. When he is caught, he possesses the driver's license of a new victim who could put him away.",law-order-special-victims-unit
traktFirstAired_changed,Law & Order: SVU,1,19,Contact,traktFirstAired,,2000-04-29T01:00:00.000Z,law-order-special-victims-unit
traktSlug_changed,Law & Order: SVU,1,20,Remorse,traktSlug,,law-order-special-victims-unit,law-order-special-victims-unit
traktIds_changed,Law & Order: SVU,1,20,Remorse,traktIds,,"{'imdb': 'tt0629714', 'plex': {'guid': '5d9c13e92192ba001f39642d'}, 'tmdb': 214322, 'tvdb': 176175, 'trakt': 224960}",law-order-special-victims-unit
overview_changed,Law & Order: SVU,1,20,Remorse,overview,,"A female television news reporter decides to go public with her story when she attacked and raped by two men, but the decision proves to be fatal.",law-order-special-victims-unit
traktFirstAired_changed,Law & Order: SVU,1,20,Remorse,traktFirstAired,,2000-05-06T01:00:00.000Z,law-order-special-victims-unit
traktSlug_changed,Law & Order: SVU,1,21,Nocturne,traktSlug,,law-order-special-victims-unit,law-order-special-victims-unit
traktIds_changed,Law & Order: SVU,1,21,Nocturne,traktIds,,"{'imdb': 'tt0629690', 'plex': {'guid': '5d9c13e92192ba001f39641d'}, 'tmdb': 214323, 'tvdb': 176176, 'trakt': 224961}",law-order-special-victims-unit
overview_changed,Law & Order: SVU,1,21,Nocturne,overview,,"After a pharmacy turns over some disturbing photos of a young boy, a beloved neighborhood piano teacher is suspected of being a sexual predator who takes advantage of his innocent young students.",law-order-special-victims-unit
traktFirstAired_changed,Law & Order: SVU,1,21,Nocturne,traktFirstAired,,2000-05-13T01:00:00.000Z,law-order-special-victims-unit
airDate_changed,Law & Order: SVU,1,22,Slaves,airDate,2000-05-19,2000-05-21,law-order-special-victims-unit
traktSlug_changed,Law & Order: SVU,1,22,Slaves,traktSlug,,law-order-special-victims-unit,law-order-special-victims-unit
traktIds_changed,Law & Order: SVU,1,22,Slaves,traktIds,,"{'imdb': 'tt0629734', 'plex': {'guid': '5d9c13e92192ba001f396415'}, 'tmdb': 214324, 'tvdb': 176177, 'trakt': 224962}",law-order-special-victims-unit
overview_changed,Law & Order: SVU,1,22,Slaves,overview,,"A Romanian immigrant is being held as a psychological prisoner by her abusive employer and his wife, who is also traumatized by years of abuse and is willing to commit murder to protect her husband. A forensic psychologist analyzes the team, and presents disturbing findings to Cragen, suggesting that one of the detectives be removed from the team.",law-order-special-victims-unit
traktFirstAired_changed,Law & Order: SVU,1,22,Slaves,traktFirstAired,,2000-05-22T01:00:00.000Z,law-order-special-victims-unit
traktSlug_changed,Law & Order: SVU,2,1,Wrong Is Right,traktSlug,,law-order-special-victims-unit,law-order-special-victims-unit
traktIds_changed,Law & Order: SVU,2,1,Wrong Is Right,traktIds,,"{'imdb': 'tt0629757', 'plex': {'guid': '5d9c13e9e98e47001eb95b32'}, 'tmdb': 214282, 'tvdb': 176178, 'trakt': 224963}",law-order-special-victims-unit
overview_changed,Law & Order: SVU,2,1,Wrong Is Right,overview,,Stabler's daughter bears witness to a horrific crime scene: a rocket scientist found dead with his crotch on fire. The scientist had strong ties to government security and detectives must determine if that had something to do with his demise. The internal investigation into the psyches of the SVU detectives yields interesting results.,law-order-special-victims-unit
traktFirstAired_changed,Law & Order: SVU,2,1,Wrong Is Right,traktFirstAired,,2000-10-21T01:00:00.000Z,law-order-special-victims-unit
traktSlug_changed,Law & Order: SVU,2,2,Honor,traktSlug,,law-order-special-victims-unit,law-order-special-victims-unit
traktIds_changed,Law & Order: SVU,2,2,Honor,traktIds,,"{'imdb': 'tt0629667', 'plex': {'guid': '5d9c13e9e98e47001eb95b52'}, 'tmdb': 214283, 'tvdb': 176179, 'trakt': 224964}",law-order-special-victims-unit
overview_changed,Law & Order: SVU,2,2,Honor,overview,,The vicious sexual assault and brutal beating of an Afghan diplomat's daughter uncovers clues that may suggest Taliban traditions justify 'honor killings' when the child defies the wishes of their parents or their culture; the trail leads close to home.,law-order-special-victims-unit
traktFirstAired_changed,Law & Order: SVU,2,2,Honor,traktFirstAired,,2000-10-28T01:00:00.000Z,law-order-special-victims-unit
title_changed,Law & Order: SVU,2,3,Closure (2),title,Closure: Part 2,Closure (2),law-order-special-victims-unit
traktSlug_changed,Law & Order: SVU,2,3,Closure (2),traktSlug,,law-order-special-victims-unit,law-order-special-victims-unit
traktIds_changed,Law & Order: SVU,2,3,Closure (2),traktIds,,"{'imdb': 'tt0629627', 'plex': {'guid': '5d9c13e9705e7a001e770e10'}, 'tmdb': 214284, 'tvdb': 176180, 'trakt': 224965}",law-order-special-victims-unit
overview_changed,Law & Order: SVU,2,3,Closure (2),overview,,Stabler and Benson investigate a sexual assault very similar to one they worked six months ago whose victim follows her alleged attacked and reports his activities to the police.,law-order-special-victims-unit
traktFirstAired_changed,Law & Order: SVU,2,3,Closure (2),traktFirstAired,,2000-11-04T02:00:00.000Z,law-order-special-victims-unit
traktSlug_changed,Law & Order: SVU,2,4,Legacy,traktSlug,,law-order-special-victims-unit,law-order-special-victims-unit
traktIds_changed,Law & Order: SVU,2,4,Legacy,traktIds,,"{'imdb': 'tt0629676', 'plex': {'guid': '5d9c13e9705e7a001e770e18'}, 'tmdb': 214285, 'tvdb': 176181, 'trakt': 224966}",law-order-special-victims-unit
overview_changed,Law & Order: SVU,2,4,Legacy,overview,,"An abused 7-year-old girl lays comatose as the detectives investigate members of her dysfunctional family to determine the source of the abuse, in a case that hits close to home for Munch.",law-order-special-victims-unit
traktFirstAired_changed,Law & Order: SVU,2,4,Legacy,traktFirstAired,,2000-11-11T02:00:00.000Z,law-order-special-victims-unit
traktSlug_changed,Law & Order: SVU,2,5,Baby Killer,traktSlug,,law-order-special-victims-unit,law-order-special-victims-unit
traktIds_changed,Law & Order: SVU,2,5,Baby Killer,traktIds,,"{'imdb': 'tt0629613', 'plex': {'guid': '5d9c13e9e98e47001eb95b3e'}, 'tmdb': 214286, 'tvdb': 176182, 'trakt': 224967}",law-order-special-victims-unit
overview_changed,Law & Order: SVU,2,5,Baby Killer,overview,,"The tragic shooting death of a young girl leads investigators to a little boy, and they soon realize that the gun used has been used in another crime scene and a drug ring using young kids as pawns.",law-order-special-victims-unit
traktFirstAired_changed,Law & Order: SVU,2,5,Baby Killer,traktFirstAired,,2000-11-18T02:00:00.000Z,law-order-special-victims-unit
traktSlug_changed,Law & Order: SVU,2,6,Noncompliance,traktSlug,,law-order-special-victims-unit,law-order-special-victims-unit
traktIds_changed,Law & Order: SVU,2,6,Noncompliance,traktIds,,"{'imdb': 'tt0629691', 'plex': {'guid': '5d9c13e9705e7a001e770e00'}, 'tmdb': 214287, 'tvdb': 176183, 'trakt': 224968}",law-order-special-victims-unit
